artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
Varios,Logged In,Aleena,F,32,Kirby,204.64281,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,196,Hasta siempre,200,1541329807796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
The Black Keys,Logged In,Aleena,F,33,Kirby,191.76444,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,196,Howlin For You,200,1541330011796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Muse,Logged In,Aleena,F,34,Kirby,198.79138,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,196,Feeling Good,200,1541330202796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Frankie J,Logged In,Aleena,F,35,Kirby,254.32771,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,196,Daddy's Little Girl,200,1541330400796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Kirk Franklin & The Family,Logged In,Aleena,F,36,Kirby,418.71628,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,196,Now Behold The Lamb,200,1541330654796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Cooly's Hot Box,Logged In,Aleena,F,37,Kirby,371.06893,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,196,Make Me Happy,200,1541331072796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Ron Van Den Beuken,Logged In,Cecilia,F,0,Owens,506.5922,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1541032432796.0,229,Timeless,200,1541331102796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,6
Sparks,Logged In,Aleena,F,38,Kirby,199.02649,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,196,Lost And Found,200,1541331443796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Regina Spektor,Logged In,Aleena,F,39,Kirby,191.08526,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,196,The Calculation (Album Version),200,1541331642796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Subhumans,Logged In,Aleena,F,40,Kirby,209.37098,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,196,Rain,200,1541331833796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Aleena,F,41,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Help,1541022995796.0,196,,200,1541331860796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Aleena,F,42,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Home,1541022995796.0,196,,200,1541331925796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Sia,Logged In,Aleena,F,43,Kirby,302.602,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,196,Beautiful Calm Driving,200,1541332042796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Shadows Fall,Logged In,Aleena,F,44,Kirby,178.65098,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,196,Lead Me Home,200,1541332344796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Eminem / Dr. Dre / 50 Cent,Logged In,Aleena,F,45,Kirby,297.56036,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,196,Crack A Bottle,200,1541332522796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Vampire Weekend,Logged In,Aleena,F,46,Kirby,195.7873,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,196,Oxford Comma (Album),200,1541332819796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Tegan,F,0,Levine,,free,"Portland-South Portland, ME",GET,Home,1540794356796.0,200,,200,1541337092796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
,Logged In,Tegan,F,1,Levine,,free,"Portland-South Portland, ME",PUT,Logout,1540794356796.0,200,,307,1541337093796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
,Logged Out,,,2,,,free,,GET,Home,,200,,200,1541337277796,,
,Logged In,Lily,F,0,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1540621059796.0,31,,200,1541338539796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
Eddie Floyd,Logged In,Lily,F,1,Burns,198.19057,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540621059796.0,31,Guess Who,200,1541338610796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
The Swell Season,Logged In,Sylvie,F,0,Cruz,319.13751,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1540266185796.0,220,If You Want Me (Live),200,1541338826796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",10
Alex Band,Logged In,Jordan,F,0,Hicks,238.8371,free,"Salinas, CA",PUT,NextSong,1540008898796.0,145,Tonight (Single Mix),200,1541339036796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",37
Nightwish,Logged In,Sylvie,F,1,Cruz,305.97179,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1540266185796.0,220,The Islander,200,1541339145796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",10
Cartola,Logged In,Brantley,M,0,West,172.12036,free,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1541056614796.0,133,As Rosas NÃÂ£o Falam,200,1541339696796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,28
Vampire Weekend,Logged In,Brantley,M,1,West,269.16526,free,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1541056614796.0,133,I Think Ur A Contra,200,1541339868796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,28
Sebadoh,Logged In,Brantley,M,2,West,210.18077,free,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1541056614796.0,133,Hassle,200,1541340137796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,28
Incubus,Logged In,Brantley,M,3,West,212.74077,free,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1541056614796.0,133,Wish You Were Here,200,1541340347796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,28
Blue States,Logged In,Brantley,M,4,West,239.3073,free,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1541056614796.0,133,Allies,200,1541340559796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,28
,Logged Out,,,0,,,free,,GET,Home,,238,,200,1541341786796,,
,Logged Out,,,1,,,free,,PUT,Login,,238,,307,1541341787796,,
,Logged In,Tegan,F,2,Levine,,free,"Portland-South Portland, ME",GET,Home,1540794356796.0,238,,200,1541343019796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
,Logged In,Magdalene,F,0,Herman,,free,"Dallas-Fort Worth-Arlington, TX",GET,Home,1540766630796.0,141,,200,1541343757796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36""",77
Octopus Project,Logged In,Magdalene,F,1,Herman,498.33751,free,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1540766630796.0,141,Hypnopaedia,200,1541343771796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36""",77
Mike Posner,Logged In,Jahiem,M,0,Miles,214.7522,free,"San Antonio-New Braunfels, TX",PUT,NextSong,1540817347796.0,228,Cooler Than Me,200,1541344071796,"""Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",43
Alliance Ethnik,Logged In,Chloe,F,0,Roth,252.21179,free,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1540699429796.0,176,ReprÃÂ©sente,200,1541345129796,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,78
,Logged In,Chloe,F,1,Roth,,free,"Indianapolis-Carmel-Anderson, IN",GET,Home,1540699429796.0,176,,200,1541345129796,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,78
,Logged In,Chloe,F,2,Roth,,free,"Indianapolis-Carmel-Anderson, IN",GET,Home,1540699429796.0,176,,200,1541345142796,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,78
,Logged In,Braden,M,0,Parker,,free,"Youngstown-Warren-Boardman, OH-PA",GET,Home,1540999292796.0,164,,200,1541345211796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",74
Gang Starr/Inspectah Deck,Logged In,Chloe,F,3,Roth,225.07057,free,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1540699429796.0,176,Above The Clouds (Edited),200,1541345381796,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,78
Was (Not Was),Logged In,Braden,M,1,Parker,239.15057,free,"Youngstown-Warren-Boardman, OH-PA",PUT,NextSong,1540999292796.0,164,Shake Your Head,200,1541345543796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",74
23 Skidoo,Logged In,Chloe,F,4,Roth,370.88608,free,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1540699429796.0,176,Crossfire,200,1541345606796,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,78
Dwight Yoakam,Logged In,Chloe,F,5,Roth,239.3073,free,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1540699429796.0,176,You're The One,200,1541345976796,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,78
,Logged In,Adler,M,0,Barrera,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1540835983796.0,198,,200,1541347731796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",100
Finger Eleven,Logged In,Adler,M,1,Barrera,259.68281,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540835983796.0,198,Obvious Heart,200,1541348328796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",100
Shaggy,Logged In,Adler,M,2,Barrera,212.97587,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540835983796.0,198,Intoxication,200,1541348587796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",100
Kid Cudi,Logged In,Anabelle,F,0,Simpson,227.34322,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1541044398796.0,235,Up Up & Away,200,1541348754796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",69
Klaus Doldinger's Passport,Logged In,Adler,M,3,Barrera,460.43383,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540835983796.0,198,Fairy Tale,200,1541348799796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",100
Aesop Rock,Logged In,Anabelle,F,1,Simpson,245.65506,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1541044398796.0,235,None Shall Pass (Main),200,1541348981796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",69
,Logged In,Martin,M,0,Johnson,,free,"Minneapolis-St. Paul-Bloomington, MN-WI",GET,Home,1541081807796.0,54,,200,1541350228796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",55
Salt 'n' Pepa with En Vogue,Logged In,Bronson,M,0,Harris,296.202,free,"Eugene, OR",PUT,NextSong,1540906915796.0,134,Whatta Man (Salt-N-Pepa Featuring En Vogue) (EP Version),200,1541351496796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",33
Tiger Army,Logged In,Bronson,M,1,Harris,129.38404,free,"Eugene, OR",PUT,NextSong,1540906915796.0,134,Ghost Tigers Rise (Album Version),200,1541351792796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",33
NEEDTOBREATHE,Logged In,Bronson,M,2,Harris,225.82812,free,"Eugene, OR",PUT,NextSong,1540906915796.0,134,Don't Wait For Daylight (Album Version),200,1541351921796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",33
,Logged In,Samuel,M,0,Gonzalez,,free,"Houston-The Woodlands-Sugar Land, TX",GET,Home,1540492941796.0,203,,200,1541353043796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",61
,Logged Out,,,0,,,paid,,GET,Home,,234,,200,1541354594796,,
Baby Huey & The Baby Sitters,Logged In,Tegan,F,0,Levine,194.7424,free,"Portland-South Portland, ME",PUT,NextSong,1540794356796.0,243,Hard Times (LP Version),200,1541356206796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Justin Bieber,Logged In,Tegan,F,1,Levine,220.89098,free,"Portland-South Portland, ME",PUT,NextSong,1540794356796.0,243,Somebody To Love,200,1541356400796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
David Byrne & Fatboy Slim feat. Charmaine Clamor,Logged In,Tegan,F,2,Levine,238.65424,free,"Portland-South Portland, ME",PUT,NextSong,1540794356796.0,243,Walk Like A Woman (Album Version),200,1541356620796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Taylor Swift,Logged In,Tegan,F,3,Levine,230.47791,free,"Portland-South Portland, ME",PUT,NextSong,1540794356796.0,243,You Belong With Me,200,1541356858796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Ottmar Liebert,Logged In,Tegan,F,4,Levine,174.54975,free,"Portland-South Portland, ME",PUT,NextSong,1540794356796.0,243,Festival (Of 7 Lights),200,1541357088796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
The Roots,Logged In,Jacob,M,0,Klein,285.6224,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Dynamite!,200,1541358875796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Foo Fighters,Logged In,Jacob,M,1,Klein,235.28444,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Learn To Fly,200,1541359160796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
El Hombre Burbuja,Logged In,Jacob,M,2,Klein,161.33179,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Buzos (En La Luna),200,1541359395796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Rock Kills Kid,Logged In,Jacob,M,3,Klein,271.38567,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Back To Life (Album Version),200,1541359556796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
A Fine Frenzy,Logged In,Anabelle,F,0,Simpson,267.91138,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1541044398796.0,256,Almost Lover (Album Version),200,1541377992796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",69
Nirvana,Logged In,Aleena,F,0,Kirby,214.77832,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,Serve The Servants,200,1541381242796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Television,Logged In,Aleena,F,1,Kirby,238.49751,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,See No Evil  (Remastered LP Version),200,1541381456796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
JOHN COLTRANE,Logged In,Aleena,F,2,Kirby,346.43546,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,Blues To Bechet (LP Version),200,1541381694796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
NOFX,Logged In,Aleena,F,3,Kirby,80.79628,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,It's My Job To Keep Punk Rock Elite,200,1541382040796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
The Backyardigans,Logged In,Aleena,F,4,Kirby,158.85016,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,Into The Thick Of It!,200,1541382120796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Bruce Springsteen,Logged In,Aleena,F,5,Kirby,202.84036,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,Radio Nowhere,200,1541382278796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Maroon 5,Logged In,Aleena,F,6,Kirby,173.66159,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,Harder To Breathe,200,1541382480796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Two Door Cinema Club,Logged In,Aleena,F,7,Kirby,189.67465,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,What You Know,200,1541382653796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Five Finger Death Punch,Logged In,Aleena,F,8,Kirby,262.81751,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,Meet the Monster,200,1541382842796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Josh Turner,Logged In,Aleena,F,9,Kirby,207.93424,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,What It Ain't,200,1541383104796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
At The Drive-In,Logged In,Aleena,F,10,Kirby,207.46404,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,Sleepwalk Capsules,200,1541383311796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Animal Collective,Logged In,Aleena,F,11,Kirby,269.81832,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,Summertime Clothes,200,1541383518796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Ron Carter,Logged In,Aleena,F,12,Kirby,497.13587,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,I CAN'T GET STARTED,200,1541383787796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Old 97's,Logged In,Aleena,F,13,Kirby,231.28771,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,Victoria (LP Version),200,1541384284796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Cyndi Lauper,Logged In,Aleena,F,14,Kirby,226.32444,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,True Colors,200,1541384515796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Damien Rice,Logged In,Aleena,F,15,Kirby,276.08771,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,Amie,200,1541384741796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Alicia Keys,Logged In,Aleena,F,16,Kirby,229.0673,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,If I Ain't Got You,200,1541385017796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Lloyd Cole And The Commotions,Logged In,Aleena,F,17,Kirby,235.31057,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,Charlotte Street,200,1541385246796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
John Mayer,Logged In,Aleena,F,18,Kirby,269.71383,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,Heartbreak Warfare,200,1541385481796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Joshua Radin,Logged In,Aleena,F,19,Kirby,161.69751,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,We Are Okay,200,1541385750796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Kings Of Leon,Logged In,Aleena,F,20,Kirby,201.79546,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,Revelry,200,1541385911796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Incubus,Logged In,Aleena,F,21,Kirby,257.25342,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,Dig,200,1541386112796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Owl City,Logged In,Aleena,F,22,Kirby,190.17098,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,Tidal Wave,200,1541386369796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Mediaeval Baebes,Logged In,Aleena,F,23,Kirby,219.29751,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,237,MÃÂ¤rk Hure VÃÂ¥r Skugga,200,1541386559796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
The Black Keys,Logged In,Theodore,M,0,Smith,300.30322,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540306145796.0,226,The Only One,200,1541386758796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,52
Foo Fighters,Logged In,Theodore,M,1,Smith,262.73914,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540306145796.0,226,All My Life,200,1541387058796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,52
Havok,Logged In,Noah,M,0,Chavez,227.68281,free,"Ogden-Clearfield, UT",PUT,NextSong,1540970748796.0,150,Ivory Tower,200,1541392598796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,94
John Mayer,Logged In,Noah,M,1,Chavez,250.38322,free,"Ogden-Clearfield, UT",PUT,NextSong,1540970748796.0,150,Half Of My Heart,200,1541392825796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,94
The Killers,Logged In,Lily,F,0,Burns,185.33832,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540621059796.0,239,I Can't Stay,200,1541393054796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
